categoria,institution,location,institution_url,project_name,project_link
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,attivi,https://www.ilc.cnr.it/progetti-attivi/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,conclusi,https://www.ilc.cnr.it/progetti/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,teaming-up,https://www.ilc.cnr.it/progetti/teaming-up/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,ownw,https://www.ilc.cnr.it/progetti/ownw/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,ekeel,https://www.ilc.cnr.it/progetti/ekeel/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,fondamentalismi,https://www.ilc.cnr.it/progetti/fondamentalismi/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/cwalm/,https://www.ilc.cnr.it/progetti/cwalm/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,vocabo,https://www.ilc.cnr.it/progetti/vocabo/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,readground,https://www.ilc.cnr.it/progetti/readground/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/circe/,https://www.ilc.cnr.it/progetti/circe/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/epica/,https://www.ilc.cnr.it/progetti/epica/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/graspos/,https://www.ilc.cnr.it/progetti/graspos/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,roads,https://www.ilc.cnr.it/progetti/roads/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,fringe project,https://www.ilc.cnr.it/progetti/fringe-project/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,castour,https://www.ilc.cnr.it/progetti/castour/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/manuscripta-italica-allographica-mia/,https://www.ilc.cnr.it/progetti/manuscripta-italica-allographica-mia/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/lucet/,https://www.ilc.cnr.it/progetti/lucet/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,testo,https://www.ilc.cnr.it/progetti/testo/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/h2iosc/,https://www.ilc.cnr.it/progetti/h2iosc/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,lode – the language of dreams,https://www.ilc.cnr.it/progetti/lode-the-language-of-dreams/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/skills4eosc/,https://www.ilc.cnr.it/progetti/skills4eosc/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/greekschools-2/,https://www.ilc.cnr.it/progetti/greekschools-2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,cip – corpus of italian language for preschoolers,https://www.ilc.cnr.it/progetti/cip-corpus-of-italian-language-for-preschoolers/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,atlas,https://www.ilc.cnr.it/progetti/atlas/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/progetto-rut/,https://www.ilc.cnr.it/progetti/progetto-rut/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/starwars/,https://www.ilc.cnr.it/progetti/starwars/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/raise/,https://www.ilc.cnr.it/progetti/raise/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,https://www.ilc.cnr.it/progetti/talmud-2/,https://www.ilc.cnr.it/progetti/talmud-2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti-attivi/,xai-care,https://www.ilc.cnr.it/progetti/xai-care/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/en/progetti/,https://www.ilc.cnr.it/en/progetti/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/triplo-plus-2/,https://www.ilc.cnr.it/progetti/triplo-plus-2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,gra.fo reloaded,https://www.ilc.cnr.it/progetti/gra-fo-reloaded/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/itant/,https://www.ilc.cnr.it/progetti/itant/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/dhelp4h/,https://www.ilc.cnr.it/progetti/dhelp4h/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/lithme-2/,https://www.ilc.cnr.it/progetti/lithme-2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/blue-lab-net/,https://www.ilc.cnr.it/progetti/blue-lab-net/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/tailor/,https://www.ilc.cnr.it/progetti/tailor/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,bestcc study,https://www.ilc.cnr.it/progetti/bestcc-study/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/travasi-2/,https://www.ilc.cnr.it/progetti/travasi-2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,https://www.ilc.cnr.it/progetti/diversita-religiosa/,https://www.ilc.cnr.it/progetti/diversita-religiosa/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,2,https://www.ilc.cnr.it/progetti/page/2/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,3,https://www.ilc.cnr.it/progetti/page/3/
CNR,Institute for Computational Linguistics «A. Zampolli» - pisa,Pisa,https://www.ilc.cnr.it/progetti/,9,https://www.ilc.cnr.it/progetti/page/9/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,laboratory,https://www.labcd.unipi.it/en/laboratory/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,projects,https://www.labcd.unipi.it/en/projects/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,parthenos,http://www.parthenos-project.eu
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/dh-research-group-ict-center-fondazione-bruno-kessler/,https://www.labcd.unipi.it/en/osservatorio/dh-research-group-ict-center-fondazione-bruno-kessler/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/digilab-interdepartmental-center-for-research-and-services/,https://www.labcd.unipi.it/en/osservatorio/digilab-interdepartmental-center-for-research-and-services/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/digital-culture-laboratory/,https://www.labcd.unipi.it/en/osservatorio/digital-culture-laboratory/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/interdepartmental-research-center-in-digital-humanities/,https://www.labcd.unipi.it/en/osservatorio/interdepartmental-research-center-in-digital-humanities/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/laboratory-of-perceptual-robotics-tecip-institute/,https://www.labcd.unipi.it/en/osservatorio/laboratory-of-perceptual-robotics-tecip-institute/
CNR,Visual Computing Lab – ISTI – CNR -,Pisa,https://www.labcd.unipi.it/en/osservatorio/visual-computing-lab-isti-cnr-2/,https://www.labcd.unipi.it/en/osservatorio/laboratory-vast-lab/,https://www.labcd.unipi.it/en/osservatorio/laboratory-vast-lab/
